student_id,roll_number,student_name,department,program,batch,section,academic_year,current_semester
S0070,241FA04070,Avi Pandey,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0071,241FA04071,Indira Yohannan,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0072,241FA04072,Imaran Mand,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0073,241FA04073,Chaitaly Loyal,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0074,241FA04074,Harrison Lalla,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0075,241FA04075,Rajata Garg,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0076,241FA04076,Darpan Parekh,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0077,241FA04077,Hitesh Toor,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0078,241FA04078,Aradhana Bhatt,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0079,241FA04079,Divya Edwin,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0080,241FA04080,Aahana Bhatnagar,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0081,241FA04081,Nisha Kurian,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0082,241FA04082,Alexander Bhandari,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0083,241FA04083,Wahab Bajaj,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0084,241FA04084,Jason Chandra,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0085,241FA04085,Divya Shah,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0086,241FA04086,Netra Mutti,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0087,241FA04087,Turvi Sandhu,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0088,241FA04088,Kavya Thaker,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0089,241FA04089,Lopa Manne,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0090,241FA04090,Dalbir Sarkar,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0091,241FA04091,Baghyawati Narayanan,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0092,241FA04092,Jason Mishra,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0093,241FA04093,Eiravati Bahri,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0094,241FA04094,Rudra Bhalla,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0095,241FA04095,Nicholas Das,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0096,241FA04096,Baljiwan Dass,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0097,241FA04097,Chasmum Balakrishnan,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0098,241FA04098,Jonathan Parekh,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0099,241FA04099,Leena Purohit,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0100,241FA04100,Oviya Kanda,DEPT_CSE,B.Tech,2024,CSE-B,2026-27,5
S0101,241FA04101,Qadim Balakrishnan,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0102,241FA04102,Aadhya Divan,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0103,241FA04103,Arin Babu,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0104,241FA04104,Varenya Sahni,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0105,241FA04105,Divya Devi,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0106,241FA04106,Praneel Barad,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0107,241FA04107,Harini Venkatesh,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0108,241FA04108,Daksh Apte,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0109,241FA04109,Upma Bhardwaj,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0110,241FA04110,Yashoda Dora,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0111,241FA04111,Jagvi Kaul,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0112,241FA04112,Hemal Iyer,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0113,241FA04113,Jagrati Sharaf,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0114,241FA04114,Urvi Muni,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0115,241FA04115,Nathan Roy,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0116,241FA04116,Vedhika Ahluwalia,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0117,241FA04117,Nilima Barad,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0118,241FA04118,Frado Mistry,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0119,241FA04119,Alka Devi,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0120,241FA04120,Andrew Walla,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0121,241FA04121,Damyanti Basu,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0122,241FA04122,Lajita Yohannan,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0123,241FA04123,Yashoda Cheema,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0124,241FA04124,Lucky Ramachandran,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0125,241FA04125,Advika Mukherjee,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0126,241FA04126,Ranveer Gaba,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0127,241FA04127,Chakrika Mangal,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0128,241FA04128,Krish Rama,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0129,241FA04129,Aditya Srinivasan,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0130,241FA04130,Ishani Yogi,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0131,241FA04131,Zaitra Balan,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0132,241FA04132,Divya Zacharia,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0133,241FA04133,Nihal Balakrishnan,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0134,241FA04134,Yutika Agate,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0135,241FA04135,Devansh Pillai,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0136,241FA04136,Tarak Wali,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0137,241FA04137,Yuvraj Date,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0138,241FA04138,Eta Sundaram,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0139,241FA04139,Elijah Raj,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0140,241FA04140,Charvi Dalal,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0141,241FA04141,Urvi Tara,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0142,241FA04142,Zilmil Koshy,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0143,241FA04143,Tamanna Pai,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0144,241FA04144,Ekapad Chahal,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0145,241FA04145,Devika Lanka,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0146,241FA04146,Om Nair,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0147,241FA04147,Yashawini Narula,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0148,241FA04148,Wakeeta Rau,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0149,241FA04149,Patrick Hegde,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0150,241FA04150,Thomas Pall,DEPT_CSE,B.Tech,2024,CSE-C,2026-27,5
S0151,241FA04151,Nimrat Raj,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0152,241FA04152,Mohammed Sathe,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0153,241FA04153,Raagini Loyal,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0154,241FA04154,Jacob Nagarajan,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0155,241FA04155,Sai Lall,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0156,241FA04156,Amrita Kaur,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0157,241FA04157,Luke Dasgupta,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0158,241FA04158,Chaaya Shanker,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0159,241FA04159,Mugdha Bains,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0160,241FA04160,Nimrat Nayar,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0161,241FA04161,Warda Varughese,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0162,241FA04162,Panini Pandey,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0163,241FA04163,Darpan Ratta,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0164,241FA04164,Advaith Loke,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0165,241FA04165,Kalpit Natt,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0166,241FA04166,Vamakshi Subramanian,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0167,241FA04167,Advik Barad,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0168,241FA04168,Jai Luthra,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0169,241FA04169,Andrew Kadakia,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0170,241FA04170,Yutika Malhotra,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0171,241FA04171,Farhan Guha,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0172,241FA04172,Girish Dugal,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0173,241FA04173,Theodore Sheth,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0174,241FA04174,Onkar More,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0175,241FA04175,Omisha Vig,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0176,241FA04176,Hritik Bala,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0177,241FA04177,Oni Basu,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0178,241FA04178,Yochana Kashyap,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0179,241FA04179,Harita Oza,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0180,241FA04180,Eesha Srinivasan,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0181,241FA04181,Vrinda Narain,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0182,241FA04182,Balhaar Suri,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0183,241FA04183,Anthony Srivastava,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0184,241FA04184,Zehaan Shukla,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0185,241FA04185,Jhalak Mahal,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0186,241FA04186,Daksha Kamdar,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0187,241FA04187,Nirja Bhattacharyya,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0188,241FA04188,Vasudha Chana,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0189,241FA04189,Vrinda Nadkarni,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0190,241FA04190,Jagvi Golla,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0191,241FA04191,Owen Kurian,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0192,241FA04192,Hitesh Kala,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0193,241FA04193,Ubika Khosla,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0194,241FA04194,Pushti Trivedi,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0195,241FA04195,Yoshita Kakar,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0196,241FA04196,Vrinda Deshpande,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0197,241FA04197,Januja Ramanathan,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0198,241FA04198,Max Dua,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0199,241FA04199,Karan Bhat,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0200,241FA04200,Avni Mistry,DEPT_CSE,B.Tech,2024,CSE-D,2026-27,5
S0201,241FA04201,Liam Loke,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0202,241FA04202,Kabir Shankar,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0203,241FA04203,Rachit Bera,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0204,241FA04204,Mitesh Sachdev,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0205,241FA04205,Ayush Mital,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0206,241FA04206,Yoshita Patla,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0207,241FA04207,Udyati Ray,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0208,241FA04208,Ekta Dhingra,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0209,241FA04209,Urishilla Amble,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0210,241FA04210,Girindra Pandit,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0211,241FA04211,Falguni Bala,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0212,241FA04212,Yahvi Halder,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0213,241FA04213,Pahal Sant,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0214,241FA04214,Onkar Khosla,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0215,241FA04215,Warda Kala,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0216,241FA04216,Nathan Wason,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0217,241FA04217,Pallavi Sharaf,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0218,241FA04218,Shaurya More,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0219,241FA04219,Vasatika Chand,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0220,241FA04220,Rohan D’Alia,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0221,241FA04221,Irya Dugar,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0222,241FA04222,Orinder Jani,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0223,241FA04223,Ranbir Sangha,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0224,241FA04224,Maanav Luthra,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0225,241FA04225,Janya Rao,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0226,241FA04226,Vansha Verma,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0227,241FA04227,Anjali Pandya,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0228,241FA04228,Lakshit Chokshi,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0229,241FA04229,Tristan Parmer,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0230,241FA04230,Krishna Bava,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0231,241FA04231,Aachal Brar,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0232,241FA04232,Upadhriti Pal,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0233,241FA04233,Anya Minhas,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0234,241FA04234,Faris Barman,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0235,241FA04235,Sneha Chopra,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0236,241FA04236,Tanmayi Srinivas,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0237,241FA04237,Michael Nagar,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0238,241FA04238,Avi Cheema,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0239,241FA04239,George Ganguly,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0240,241FA04240,Andrew Batra,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0241,241FA04241,Jagdish Natt,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0242,241FA04242,Damyanti Sinha,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0243,241FA04243,Ekanta Sidhu,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0244,241FA04244,Mugdha Khare,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0245,241FA04245,Omya Barman,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0246,241FA04246,Zaid Gour,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0247,241FA04247,Ranbir Comar,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0248,241FA04248,Lakshmi Subramanian,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0249,241FA04249,Wishi Kamdar,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0250,241FA04250,Bahadurjit Wagle,DEPT_CSE,B.Tech,2024,CSE-E,2026-27,5
S0251,241FA04251,Logan Menon,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0252,241FA04252,Dipta Loke,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0253,241FA04253,Atharv Pandit,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0254,241FA04254,Jason Pillay,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0255,241FA04255,Faqid Garde,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0256,241FA04256,Nidra Choudhry,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0257,241FA04257,Ojasvi Rattan,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0258,241FA04258,Yash Hegde,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0259,241FA04259,Adweta Gara,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0260,241FA04260,Kavya Chad,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0261,241FA04261,Oliver Bansal,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0262,241FA04262,Jack Sem,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0263,241FA04263,Ishani Sibal,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0264,241FA04264,Ranveer Subramaniam,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0265,241FA04265,Bishakha Chand,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0266,241FA04266,Dominic Mallick,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0267,241FA04267,Abhimanyu Mangat,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0268,241FA04268,Urishilla Lad,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0269,241FA04269,Oliver Varughese,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0270,241FA04270,Warhi Bera,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0271,241FA04271,Vedant Yadav,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0272,241FA04272,Ucchal Chahal,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0273,241FA04273,Azad Aurora,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0274,241FA04274,Libni Chakraborty,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0275,241FA04275,Pranav Garg,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0276,241FA04276,Nitesh Iyengar,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
S0277,241FA04277,Mugdha Mallick,DEPT_CSE,B.Tech,2024,CSE-F,2026-27,5
